"rec","rep","D","D_ends","D_theory","R","R_theory","H","site","spp","abd","pie","R2_log10","R2_log10_sq","HL0_log10","HL0_log10_sq","D_theory_sq"
"rr201611_004_Osprey_dem_low",16,2.41209095834599,2.38269876723315,2.38269876723315,1.58062161175963,1.17613594659006,0.464828729629517,"Osprey",NA,NA,NA,-0.416465979356476,0.173443911961349,0.720897947437646,0.519693850619811,5.67725341537437
"rr201611_007_CooksPath_dem_low",1,2.35992735961965,2.37272043887285,2.37272043887285,1.33380290670704,1.09541341538226,0.34752368927002,"Cooks Path",NA,NA,NA,-0.699120837983001,0.488769946102054,0.594589398839542,0.353536553212368,5.62980228104497
"rr201611_007_CooksPath_dem_low",2,2.38484602127131,2.37249830106226,2.37249830106226,1.47531889873427,1.14009462391373,0.425898790359497,"Cooks Path",NA,NA,NA,-0.523145554276807,0.273681270959588,0.682911391413434,0.466367968522233,5.62874818854331
"rr201611_007_CooksPath_dem_low",3,2.37961984184196,2.38112118412941,2.38112118412941,1.43021147629942,1.12405355640834,0.387514352798462,"Cooks Path",NA,NA,NA,-0.579225317760333,0.335501968734559,0.641892777410095,0.412026337691246,5.66973809350984
"rr201611_007_CooksPath_dem_low",4,2.37064731264705,2.37663666330491,2.37663666330491,1.487060627305,1.1395931804415,0.41903281211853,"Cooks Path",NA,NA,NA,-0.524804592831293,0.27541986065682,0.675853016296384,0.456777299636921,5.6484018293651
"rr201611_007_CooksPath_dem_low",5,2.40382594863358,2.40962948561715,2.40962948561715,1.33302087388331,1.09525362283631,0.305527448654175,"Cooks Path",NA,NA,NA,-0.699881897311235,0.489834670183974,0.538655218268446,0.290149444167827,5.80631425795557
"rr201611_007_CooksPath_dem_low",6,2.33384962841649,2.33950683734214,2.33950683734214,1.48721330635403,1.13514608334397,0.468437671661377,"Cooks Path",NA,NA,NA,-0.539768941906321,0.291350510646669,0.724256798501767,0.52454791017603,5.47329224197062
"rr201611_007_CooksPath_dem_low",7,2.38486680132867,2.36802645508904,2.36802645508904,1.36221589314958,1.10519445061198,0.371751308441162,"Cooks Path",NA,NA,NA,-0.654714953657033,0.428651670542131,0.623857490592981,0.389198168568971,5.60754929200157
"rr201611_007_CooksPath_dem_low",8,2.3154234587123,2.29857460722615,2.29857460722615,1.3208124191116,1.0953025949856,0.449077367782593,"Cooks Path",NA,NA,NA,-0.699648522981174,0.489508055709738,0.705926153235999,0.498331733822575,5.28344522498485
"rr201611_007_CooksPath_dem_low",9,2.27532806696816,2.27917562811696,2.27917562811696,1.339234424081,1.07447927295294,0.422489643096924,"Cooks Path",NA,NA,NA,-0.811055471517524,0.657810977878514,0.679421051953465,0.461612965837552,5.19464154380234
"rr201611_007_CooksPath_dem_low",10,2.29742507914335,2.29227676062586,2.29227676062586,1.54617355481821,1.15861663205075,0.601016998291016,"Cooks Path",NA,NA,NA,-0.465475756892729,0.216667680254859,0.832491739954119,0.693042497091836,5.25453274730539
"rr201611_007_CooksPath_dem_low",11,2.37580505851527,2.36416315099919,2.36416315099919,1.49152859512589,1.14774238563248,0.450991630554199,"Cooks Path",NA,NA,NA,-0.498512704588235,0.248514916635877,0.707773467194456,0.500943280864461,5.58926740454242
"rr201611_007_CooksPath_dem_low",12,2.39835311217694,2.37209143989569,2.37209143989569,1.44541116452407,1.11873246372816,0.390673875808716,"Cooks Path",NA,NA,NA,-0.599354399380733,0.359225696057039,0.645419355937514,0.416566145018795,5.62681779922641
"rr201611_007_CooksPath_dem_low",13,2.24871099728549,2.23516695335292,2.23516695335292,1.52616359954202,1.10797173163043,0.597270250320435,"Cooks Path",NA,NA,NA,-0.642825150843927,0.413224174557517,0.829775868157244,0.688527991376108,4.99597130936097
"rr201611_007_CooksPath_dem_low",14,2.37430664237871,2.37936832790664,2.37936832790664,1.51606131542785,1.14068310810189,0.416807889938354,"Cooks Path",NA,NA,NA,-0.521205663306152,0.271655343462406,0.673540916142893,0.453657365718607,5.66139363984524
"rr201611_007_CooksPath_dem_low",15,2.35836940527351,2.35060320412132,2.35060320412132,1.56853075534485,1.16562362017801,0.502559185028076,"Cooks Path",NA,NA,NA,-0.445294747259536,0.198287411936934,0.754792199608035,0.569711264589135,5.52533542322541
"rr201611_007_CooksPath_dem_low",16,2.34771432184538,2.31989862817856,2.31989862817856,1.43873586365804,1.12076744592298,0.472357749938965,"Cooks Path",NA,NA,NA,-0.591557070080089,0.34993976716174,0.727876030012331,0.529803515066511,5.38192964502476
"rr201611_018_Resort_dem_low",1,2.25422630097314,2.24524471992433,2.24524471992433,3.22640958908954,1.62594685991487,1.54998183250427,"Resort",NA,NA,NA,0.215823398342493,0.0465797392721024,1.24393159261398,1.54736580710315,5.04112385234808
"rr201611_018_Resort_dem_low",2,2.31334680217685,2.29182399641762,2.29182399641762,3.64104060360921,1.75182459320102,1.47970366477966,"Resort",NA,NA,NA,0.315737275618559,0.0996900272150301,1.22377973424797,1.49763683795604,5.25245723055563
"rr201611_018_Resort_dem_low",3,2.18241524616157,2.19588939738385,2.19588939738385,2.5434277740506,1.38948443040969,1.38388252258301,"Resort",NA,NA,NA,-0.0312056934548767,0.000973795303999733,1.19470420936706,1.42731814787938,4.82193024554281
"rr201611_018_Resort_dem_low",4,2.25992884016531,2.26316652945715,2.26316652945715,2.47740157010026,1.41482283025075,1.13713979721069,"Resort",NA,NA,NA,0.000747923383841914,5.59389388097539e-07,1.10941884390487,1.23081017121122,5.12192274005512
"rr201611_018_Resort_dem_low",5,2.27829775583535,2.27481998673252,2.27481998673252,3.93525718662234,1.95090490003865,1.82787227630615,"Resort",NA,NA,NA,0.448092298883353,0.200786708318568,1.31555083068926,1.73067398812719,5.17480597203774
"rr201611_018_Resort_dem_low",6,2.16853559258513,2.16222338530455,2.16222338530455,2.47286639115043,1.36778308875449,1.50432372093201,"Resort",NA,NA,NA,-0.0600663297772411,0.00360796397290828,1.23094628855715,1.51522876531263,4.67520996795787
"rr201611_018_Resort_dem_low",7,2.23478844229896,2.22919217364016,2.22919217364016,2.73285753014684,1.55767274751481,1.52647113800049,"Resort",NA,NA,NA,0.154224397817747,0.0237851648822468,1.2372935820432,1.53089540816531,4.96929774701854
"rr201611_018_Resort_dem_low",8,2.25296647078891,2.26914546319606,2.26914546319606,2.41495535674019,1.42796430571788,1.13439846038818,"Resort",NA,NA,NA,0.0166498460220296,0.000277217372557296,1.10837061323647,1.22848541628619,5.14902113314326
"rr201611_018_Resort_dem_low",9,2.2046004783119,2.20733662680661,2.20733662680661,2.45685505102179,1.31531370693299,1.17800903320312,"Resort",NA,NA,NA,-0.136647306868813,0.0186724864744995,1.12475360554261,1.26507067318111,4.87233498404198
"rr201611_018_Resort_dem_low",10,2.1182288147473,2.13490406853067,2.13490406853067,2.62425831765401,1.38290534049088,1.69275164604187,"Resort",NA,NA,NA,-0.039801785783078,0.00158418215152203,1.28219822960416,1.64403230000005,4.55781538182881
"rr201611_018_Resort_dem_low",11,2.14156371482815,2.1600751339946,2.1600751339946,2.96829804111685,1.48415946609194,1.78111457824707,"Resort",NA,NA,NA,0.0801678985666087,0.00642689196058606,1.30429684314168,1.70119025502936,4.66592458450179
"rr201611_018_Resort_dem_low",12,2.28386603090047,2.28533871359881,2.28533871359881,3.21613894402627,1.63907895005354,1.36637806892395,"Resort",NA,NA,NA,0.227006895681005,0.0515321306867268,1.18917586757332,1.41413924401877,5.22277303587346
"rr201611_018_Resort_dem_low",13,2.32590390699588,2.33476768377595,2.33476768377595,5.70632786220836,2.03711612730945,1.57330822944641,"Resort",NA,NA,NA,0.498288785597292,0.248291713852024,1.25041879914098,1.56354717324517,5.45114013720451
"rr201611_018_Resort_dem_low",14,2.29292235438202,2.28648991268997,2.28648991268997,2.75006837775818,1.5419547965219,1.22998595237732,"Resort",NA,NA,NA,0.1391308875704,0.0193574038761273,1.14350513623093,1.30760399658652,5.22803612083299
"rr201611_018_Resort_dem_low",15,2.20581370317691,2.2224218773396,2.2224218773396,2.42226570186696,1.49549848186378,1.45501184463501,"Resort",NA,NA,NA,0.0921996382066051,0.00850077328542888,1.21647151356764,1.47980294332154,4.93915900087767
"rr201611_018_Resort_dem_low",16,2.15353384570932,2.162480907825,2.162480907825,2.64575724066206,1.46057868678631,1.71457862854004,"Resort",NA,NA,NA,0.0543410950622715,0.00295295461256683,1.28776239096084,1.65833197557319,4.67632367670764
"rr201611_023_NorthReef03_dem_low",1,2.01583666052149,2.0519334527413,2.0519334527413,1.36338263903844,1.03859788526022,0.662712097167969,"Mermaid Cove",NA,NA,NA,-1.10410491987877,1.2190476741005,0.87492988311285,0.765502300363866,4.21043089447883
"rr201611_023_NorthReef03_dem_low",2,2.27629606964953,2.27518605493557,2.27518605493557,1.71621139332356,1.21382819424558,0.749813318252563,"Mermaid Cove",NA,NA,NA,-0.324791117487021,0.105489269998468,0.928558134956183,0.862220209993304,5.17647158457328
"rr201611_023_NorthReef03_dem_low",3,2.26055937243871,2.26948708325418,2.26948708325418,1.5332452432324,1.15654661248282,0.645844221115112,"Mermaid Cove",NA,NA,NA,-0.471597476055201,0.222404179421636,0.863732762774784,0.746034285490561,5.15057162105756
"rr201611_023_NorthReef03_dem_low",4,2.17944579527135,2.21530177888297,2.21530177888297,1.46272837615939,1.08200603040189,0.554175615310669,"Mermaid Cove",NA,NA,NA,-0.767672227045387,0.589320648176825,0.797252396979263,0.63561138448918,4.90756197152205
"rr201611_023_NorthReef03_dem_low",5,2.21016557366165,2.21400685451011,2.21400685451011,1.39488894809459,1.07807124358235,0.542635679244995,"Mermaid Cove",NA,NA,NA,-0.789848470167136,0.623860605825365,0.788113330810122,0.621122622200624,4.90182635181775
"rr201611_023_NorthReef03_dem_low",6,2.27899869571379,2.27595934412679,2.27595934412679,1.82713891078968,1.20586000176343,0.73241925239563,"Mermaid Cove",NA,NA,NA,-0.342850082016361,0.117546178738626,0.91836473648212,0.843393789213874,5.17999093611805
"rr201611_023_NorthReef03_dem_low",7,2.1538157815881,2.16750426387553,2.16750426387553,1.42910759109566,1.07171667769582,0.610100269317627,"Mermaid Cove",NA,NA,NA,-0.82804947530286,0.685665933549342,0.839006201527735,0.703931406201999,4.6980747339186
"rr201611_023_NorthReef03_dem_low",8,2.24209654802406,2.25162256099548,2.25162256099548,1.59094893803276,1.13184644558597,0.626942157745361,"Mermaid Cove",NA,NA,NA,-0.551175653988829,0.303794601550013,0.850832459098353,0.723915873455351,5.06980415718384
"rr201611_023_NorthReef03_dem_low",9,2.2935452246639,2.31538288178188,2.31538288178188,1.5791484822815,1.16959390753584,0.575096607208252,"Mermaid Cove",NA,NA,NA,-0.434211300683106,0.188539453640915,0.813345790301887,0.661531374601802,5.36099788924856
"rr201611_023_NorthReef03_dem_low",10,2.26782661949409,2.26804128987204,2.26804128987204,1.43731224790421,1.09298886425094,0.49283504486084,"Mermaid Cove",NA,NA,NA,-0.710802138968976,0.505239680762872,0.746306567195683,0.556973492239405,5.14401129256443
"rr201611_023_NorthReef03_dem_low",11,2.15103079597367,2.15899118587114,2.15899118587114,1.1276804695583,1.0246900520013,0.364485025405884,"Mermaid Cove",NA,NA,NA,-1.30111944634357,1.69291181365339,0.615284675181124,0.378575231512742,4.66124294066927
"rr201611_023_NorthReef03_dem_low",12,2.18533584410596,2.19502359312367,2.19502359312367,1.12488108536978,1.01991098263729,0.28854775428772,"Mermaid Cove",NA,NA,NA,-1.39557507581508,1.94762979223626,0.513822683450434,0.264013750028205,4.81812857436955
"rr201611_023_NorthReef03_dem_low",13,2.00753667889833,2.05332404285579,2.05332404285579,1.63249080241285,1.06224696132817,0.842391014099121,"Mermaid Cove",NA,NA,NA,-0.891541172049006,0.794845661458515,0.979118710347066,0.958673448951701,4.21613962496965
"rr201611_023_NorthReef03_dem_low",14,1.99098727410788,2.02409046155428,2.02409046155428,1.55745719145023,1.05896326456006,0.906567811965942,"Mermaid Cove",NA,NA,NA,-0.915769881207489,0.838634475326779,1.01100528003002,1.02213167624857,4.09694219655502
"rr201611_023_NorthReef03_dem_low",15,2.25227935254007,2.26417405332059,2.26417405332059,1.21100408361044,1.04130338665339,0.328753232955933,"Mermaid Cove",NA,NA,NA,-1.07410678100301,1.15370537699665,0.570475017190245,0.32544174523821,5.12648414373019
"rr201611_023_NorthReef03_dem_low",16,2.27910007028382,2.28148035375687,2.28148035375687,1.17019695460327,1.04278906664074,0.315248489379883,"Mermaid Cove",NA,NA,NA,-1.05844366192119,1.12030298546115,0.552257999004651,0.304988897464621,5.20515260457857
"rr201611_033_ConerBeach_dem_low",1,2.2000451093771,2.18150702839601,2.18150702839601,1.79403169260778,1.22050842981725,1.05508756637573,"Corner Beach",NA,NA,NA,-0.310122376989338,0.0961758887095168,1.07689348997008,1.15969958873993,4.75897291494119
"rr201611_033_ConerBeach_dem_low",2,2.15460941138875,2.17233348968512,2.17233348968512,1.74805453794197,1.16995060382223,0.945243120193481,"Corner Beach",NA,NA,NA,-0.433227440264128,0.187686014997809,1.02914850992449,1.0591466554798,4.71903279040753
"rr201611_033_ConerBeach_dem_low",3,2.23202954733076,2.21314874372366,2.21314874372366,1.33513854952766,1.08948786647336,0.58428692817688,"Corner Beach",NA,NA,NA,-0.728195992469042,0.530269403447973,0.820231155090811,0.672779147781607,4.89802736184561
"rr201611_033_ConerBeach_dem_low",4,2.30838126180201,2.29222637958259,2.29222637958259,1.35242581257178,1.09291074190289,0.453011035919189,"Corner Beach",NA,NA,NA,-0.711183365001332,0.505781778654617,0.709713766926007,0.503693630964303,5.25430177525431
"rr201611_033_ConerBeach_dem_low",5,2.26285003692221,2.25459635467235,2.25459635467235,1.51988085098913,1.15914655101519,0.686086654663086,"Corner Beach",NA,NA,NA,-0.463920648003891,0.21522236764435,0.88998395660254,0.792071443009913,5.08320472250185
"rr201611_033_ConerBeach_dem_low",6,2.17279272008413,2.15450979423228,2.15450979423228,1.97761678644429,1.3065270767519,1.39218926429749,"Corner Beach",NA,NA,NA,-0.150572599259566,0.0226721076477818,1.19730326525119,1.43353510898117,4.64191245344282
"rr201611_033_ConerBeach_dem_low",7,2.14029554184346,2.101710250059,2.101710250059,2.20452801977054,1.27273919987848,1.56532454490662,"Corner Beach",NA,NA,NA,-0.207702835239975,0.0431404677667241,1.24820938002871,1.55802665639165,4.41718597520306
"rr201611_033_ConerBeach_dem_low",8,2.18022956806881,2.14496887539891,2.14496887539891,1.56696993717988,1.15230198321632,0.979827165603638,"Corner Beach",NA,NA,NA,-0.484391235553669,0.23463486908121,1.04475446087934,1.09151188352729,4.60089147643006
"rr201611_033_ConerBeach_dem_low",9,2.11077470800901,2.07053753389368,2.07053753389368,1.57654581466777,1.15989462248956,1.30169320106506,"Corner Beach",NA,NA,NA,-0.461733578828585,0.213197897817853,1.16811362129481,1.36448943225448,4.28712567926252
"rr201611_033_ConerBeach_dem_low",10,2.20586162673273,2.20928517587927,2.20928517587927,3.08410928789113,1.63136193041986,1.76509833335876,"Corner Beach",NA,NA,NA,0.220458978636984,0.0486021612616623,1.30037388970104,1.69097225301621,4.8809409883599
"rr201611_033_ConerBeach_dem_low",11,2.23797627892671,2.22672290189424,2.22672290189424,2.5836735643638,1.56307761215483,1.54866695404053,"Corner Beach",NA,NA,NA,0.159330017415827,0.0253860544497279,1.24356301615708,1.5464489751537,4.9582948818203
"rr201611_033_ConerBeach_dem_low",12,2.17526089921009,2.1634924435609,2.1634924435609,1.67345281561741,1.1793973645849,1.00355362892151,"Corner Beach",NA,NA,NA,-0.407847519800167,0.166339599407148,1.05514557053867,1.11333217502738,4.68069955334512
"rr201611_033_ConerBeach_dem_low",13,2.21700388967438,2.22187079233849,2.22187079233849,2.36733209990798,1.3874233626476,1.260822057724,"Corner Beach",NA,NA,NA,-0.0338847542944935,0.00114817657359819,1.15425878289456,1.33231333788922,4.93670981784687
"rr201611_033_ConerBeach_dem_low",14,2.26358025810322,2.25425178332813,2.25425178332813,2.91405633659664,1.64594364273772,1.53195333480835,"Corner Beach",NA,NA,NA,0.232775218039301,0.0541843021332439,1.23885052117542,1.5347506138166,5.08165110263805
"rr201611_033_ConerBeach_dem_low",15,2.22826921499065,2.22130910583299,2.22130910583299,2.61793596105145,1.52908078996157,1.51944136619568,"Corner Beach",NA,NA,NA,0.126484696153643,0.0159983783610794,1.23528893055021,1.52593874193987,4.93421414365656
"rr201611_033_ConerBeach_dem_low",16,2.15745969350446,2.17268136110431,2.17268136110431,1.98705572837561,1.28831940877247,1.26278352737427,"Corner Beach",NA,NA,NA,-0.180609477110827,0.0326197832222464,1.15493389284209,1.33387229683538,4.72054429689008
"rr201611_037_southeast_dem_low",1,2.2193068122093,2.20102739841965,2.20102739841965,1.53286026951247,1.14369463148415,0.782114505767822,"Southeast",NA,NA,NA,-0.511396536723058,0.261526417772338,0.946875325585343,0.89657288220235,4.84452160859397
"rr201611_037_southeast_dem_low",2,2.27146809482467,2.25371322455973,2.25371322455973,1.6561659119565,1.18356642543411,0.743273019790649,"Southeast",NA,NA,NA,-0.397040340999459,0.157641032380967,0.924753353374624,0.855168764577612,5.07922329855542
"rr201611_037_southeast_dem_low",3,2.35857703529169,2.3603748737427,2.3603748737427,1.346726804553,1.09996410235561,0.371667623519897,"Southeast",NA,NA,NA,-0.677944058687848,0.459608146710152,0.623759715575114,0.389076182774347,5.57136954459587
"rr201611_037_southeast_dem_low",4,2.29242576446998,2.28931124639728,2.28931124639728,1.42091420922996,1.08941173704278,0.448536157608032,"Southeast",NA,NA,NA,-0.728581437821497,0.530830911538039,0.705402443166585,0.497592606825388,5.24094598288107
"rr201611_037_southeast_dem_low",5,2.31371576965357,2.3062795778682,2.3062795778682,1.45631712774099,1.13268037259594,0.520492553710938,"Southeast",NA,NA,NA,-0.548267545471933,0.300597301417818,0.770019505595787,0.59293003899798,5.31892549129192
"rr201611_037_southeast_dem_low",6,2.31629026689035,2.29921017465309,2.29921017465309,1.49894230475531,1.16378515296207,0.596943378448486,"Southeast",NA,NA,NA,-0.450511332846902,0.202960461023493,0.829538124004268,0.688133499176521,5.28636742722829
"rr201611_037_southeast_dem_low",7,2.36333557570241,2.3676419388231,2.3676419388231,1.43040177758718,1.13646897589675,0.4271240234375,"Southeast",NA,NA,NA,-0.535269476791467,0.28651341278461,0.684158983675085,0.468073514943325,5.60572835047401
"rr201611_037_southeast_dem_low",8,2.25932274686126,2.26003518003487,2.26003518003487,1.26982410266137,1.05289593727166,0.378484129905701,"Southeast",NA,NA,NA,-0.964210747892309,0.929702366351046,0.631652658781879,0.398985081346217,5.10775901499525
"rr201611_037_southeast_dem_low",9,2.28927451149513,2.28543944928054,2.28543944928054,1.4733111823589,1.14409062720405,0.584595203399658,"Southeast",NA,NA,NA,-0.510121129894904,0.260223567165254,0.820460232476199,0.673154993074899,5.22323347632774
"rr201611_037_southeast_dem_low",10,2.34160498423997,2.31993226139075,2.31993226139075,1.52494639424748,1.16925388354042,0.56548810005188,"Southeast",NA,NA,NA,-0.435150973988813,0.189356370163413,0.806028455029386,0.649681870317058,5.3820856974416
"rr201611_037_southeast_dem_low",11,2.25603949359613,2.25999864405473,2.25999864405473,1.40869039685297,1.13172486451875,0.608705878257751,"Southeast",NA,NA,NA,-0.551601088578712,0.30426376092122,0.838012480568363,0.702264917588342,5.10759387112922
"rr201611_037_southeast_dem_low",12,2.31728948235286,2.31605562964341,2.31605562964341,1.4063419785804,1.10269048798985,0.439528107643127,"Southeast",NA,NA,NA,-0.665694432275097,0.443149077162063,0.696591638076694,0.485239910238372,5.36411367960293
"rr201611_037_southeast_dem_low",13,2.32332992050379,2.32161078879305,2.32161078879305,1.84067416646034,1.20639357828382,0.626126527786255,"Southeast",NA,NA,NA,-0.341620834626462,0.116704794650881,0.850267089227363,0.722954123023173,5.38987665464029
"rr201611_037_southeast_dem_low",14,2.33945242669515,2.31533014560283,2.31533014560283,1.68670987907792,1.22438862014979,0.669933319091797,"Southeast",NA,NA,NA,-0.301788507482134,0.0910763032482939,0.879636562761122,0.773760482546201,5.36075368313722
"rr201611_037_southeast_dem_low",15,2.26020139560345,2.25646025238762,2.25646025238762,1.66790208835368,1.20475040131318,0.781314611434937,"Southeast",NA,NA,NA,-0.34541580801817,0.119312080428845,0.946430930989686,0.895731507134004,5.0916128706052
"rr201611_037_southeast_dem_low",16,2.22285761139939,2.21024027657821,2.21024027657821,1.78322714703854,1.21156526249321,0.933628082275391,"Southeast",NA,NA,NA,-0.329855879070779,0.108804900957556,1.02377889105086,1.04812321776133,4.88516208020852
"rr201611_039_EasterPoint_dem_low",1,2.29061274270477,2.28699446093119,2.28699446093119,1.34174027886027,1.1020135201673,0.484419822692871,"Easter Point",NA,NA,NA,-0.668706760946137,0.447168732135073,0.73882689119831,0.545865175157759,5.23034366432994
"rr201611_039_EasterPoint_dem_low",2,2.32697125007535,2.32588232174178,2.32588232174178,1.33654650222846,1.10156870619257,0.422371864318848,"Easter Point",NA,NA,NA,-0.670696486782045,0.449833777381778,0.679299965424404,0.461448443025596,5.40972857459093
"rr201611_039_EasterPoint_dem_low",3,2.3294100520615,2.3215286896433,2.3215286896433,1.39722877143788,1.12775499208836,0.483889102935791,"Easter Point",NA,NA,NA,-0.565700502473711,0.320017058499009,0.738350826837203,0.545161943491182,5.38949545683694
"rr201611_039_EasterPoint_dem_low",4,2.26813737415079,2.2774257058278,2.2774257058278,1.23674925221189,1.07293905147428,0.420485496520996,"Easter Point",NA,NA,NA,-0.82045335554638,0.673143708627314,0.677356005434612,0.458811158098334,5.18666784556525
"rr201611_039_EasterPoint_dem_low",5,2.30306198143984,2.27643860501528,2.27643860501528,1.23494071784568,1.0781108462512,0.437173128128052,"Easter Point",NA,NA,NA,-0.789619947963164,0.623499662221351,0.694258443992795,0.481994787055296,5.18217272240391
"rr201611_039_EasterPoint_dem_low",6,2.25258421005538,2.25378650229255,2.25378650229255,1.39067104101395,1.11602924882242,0.581571102142334,"Easter Point",NA,NA,NA,-0.609910852943375,0.371991248538115,0.818207803424704,0.66946400958508,5.07955359791609
"rr201611_039_EasterPoint_dem_low",7,2.21321560460518,2.20103664882509,2.20103664882509,1.38788940741097,1.09841592781539,0.640373229980469,"Easter Point",NA,NA,NA,-0.685043034796423,0.469283959523094,0.860038153301105,0.739665625133576,4.84456232947118
"rr201611_039_EasterPoint_dem_low",8,2.29125680980683,2.27903708530811,2.27903708530811,1.43293480262816,1.12533152452377,0.555003643035889,"Easter Point",NA,NA,NA,-0.574512993518572,0.33006517972167,0.797900818658667,0.636645716416171,5.19401003620969
"rr201611_039_EasterPoint_dem_low",9,2.22434607230456,2.209485457804,2.209485457804,1.36771985189144,1.10728686604572,0.650688409805298,"Easter Point",NA,NA,NA,-0.64572978032621,0.416966949200136,0.866978055884773,0.75165094938574,4.88182598824735
"rr201611_039_EasterPoint_dem_low",10,2.29010625787146,2.29161717861352,2.29161717861352,1.2897468528528,1.0893813203334,0.444886922836304,"Easter Point",NA,NA,NA,-0.72873552659639,0.531055467723718,0.701854624953859,0.492599914569122,5.25150929331659
"rr201611_039_EasterPoint_dem_low",11,2.22814123333098,2.21804140611096,2.21804140611096,1.51330226977132,1.14875811657196,0.751093626022339,"Easter Point",NA,NA,NA,-0.495331798712664,0.245353590815924,0.929299061282811,0.863596745301114,4.91970767922268
"rr201611_039_EasterPoint_dem_low",12,2.20130465895097,2.18468143182997,2.18468143182997,1.53626556516007,1.13903274341447,0.813277959823608,"Easter Point",NA,NA,NA,-0.52666547497071,0.277376522526123,0.963843987719572,0.928995232663167,4.77283295858265
"rr201611_039_EasterPoint_dem_low",13,2.19211532818527,2.21548510468079,2.21548510468079,1.3944828469964,1.1347808982048,0.718949556350708,"Easter Point",NA,NA,NA,-0.541018345608492,0.29270085028495,0.910303404877108,0.828652288930855,4.90837424906245
